file,seed,thin,n_sim,where_x_pred_declared,eta_sim,elpd_logo,time
4,1,1,300,outside,different,-825.7435534402648,341.1351909637451
4,1,10,300,outside,different,-826.9900480993196,17.215024948120117
4,1,40,300,outside,different,-822.5681210019642,4.521387815475464
4,2,1,50,outside,different,-979.4221228469842,28.950149059295654
4,2,10,50,outside,different,-924.0903845503401,3.2405481338500977
4,2,40,50,outside,different,-899.6384102944985,1.1236441135406494
4,2,1,100,outside,different,-879.0214312357141,56.842864990234375
4,2,10,100,outside,different,-863.4698130414217,6.05573582649231
4,2,40,100,outside,different,-855.3461508455634,1.7452540397644043
4,2,1,300,outside,different,-828.1658022953441,168.0930151939392
4,2,10,300,outside,different,-823.2140695139004,17.212771892547607
4,2,40,300,outside,different,-822.2377063517223,4.5709168910980225
4,3,1,50,outside,different,-995.5949762608598,29.125792026519775
4,3,10,50,outside,different,-926.5996696091701,3.2226550579071045
4,3,40,50,outside,different,-908.5363989250396,1.1055200099945068
4,3,1,100,outside,different,-882.920887513932,103.68786716461182
4,3,10,100,outside,different,-863.4566280695154,5.966408014297485
4,3,40,100,outside,different,-848.6927070049514,1.7269690036773682
4,3,1,300,outside,different,-826.339632271754,168.38762307167053
4,3,10,300,outside,different,-823.7157364301736,17.222103118896484
4,3,40,300,outside,different,-821.5445741834827,4.940642833709717
4,4,1,50,outside,different,-987.4279596627647,29.13230013847351
4,4,10,50,outside,different,-925.233608583864,3.2070841789245605
4,4,40,50,outside,different,-890.960875891928,1.0955579280853271
4,4,1,100,outside,different,-883.8504637682312,57.29464793205261
4,4,10,100,outside,different,-862.2489388299325,5.923811912536621
4,4,40,100,outside,different,-849.4253768296187,1.6849291324615479
4,4,1,300,outside,different,-827.3958715466835,169.59951901435852
4,4,10,300,outside,different,-823.889997154554,17.088613986968994
4,4,40,300,outside,different,-824.0172141724538,4.534003019332886
4,5,1,50,outside,different,-979.2629408789996,29.111252069473267
4,5,10,50,outside,different,-930.5256088427151,3.2170469760894775
4,5,40,50,outside,different,-903.1914600112792,1.0165259838104248
4,5,1,100,outside,different,-886.4487707019111,57.74526810646057
4,5,10,100,outside,different,-860.0158798656526,5.928918123245239
4,5,40,100,outside,different,-850.9851655262075,1.6902830600738525
4,5,1,300,outside,different,-828.1951134436854,174.22970604896545
4,5,10,300,outside,different,-824.4309694167001,17.12704610824585
4,5,40,300,outside,different,-820.9224397859283,4.5481250286102295
